,Unnamed: 0,Nome do veículo,CNPJ do veículo,Agência/Contratada,CNPJ da Agência/Contratada,Nome da ação,Data início da veiculação,Data término da veiculação,Valor negociado (R$),Valor desembolso anunciante (R$),Grupo,Tipo televisão,Formato,Ano ação,Ano autorização,Status da veiculação
50398,7823,GLOBO NEWS,27.865.757/0001-02,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,27/06/2022,30/06/2022,"R$ 96.036,00000","R$ 90.754,02000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
50399,7824,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,21/06/2022,30/06/2022,"R$ 140.400,00000","R$ 132.678,00000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
50412,7837,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Always On Institucional  - Continuidade,14/06/2022,17/06/2022,"R$ 17.600,00000","R$ 16.632,00000",,FECHADA,FILME HDTV,2022,2022,Veiculado
50450,7875,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,16/06/2022,29/06/2022,"R$ 8.280,00000","R$ 7.824,60000",JOVEM PAN,FECHADA,MERCHANDISING,2022,2022,Veiculado
50506,7931,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Prestação de Contas e Balanço 2022,29/12/2022,29/12/2022,"R$ 11.340,00000","R$ 10.716,30000",JOVEM PAN,FECHADA,FILME HDTV,2022,2022,Veiculado
50523,7948,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Censo 2022,21/12/2022,29/12/2022,"R$ 0,00000","R$ 0,00000",,FECHADA,VIDEO,2022,2022,Veiculado
50558,7983,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Always On Institucional  - Continuidade,13/06/2022,17/06/2022,"R$ 67.225,20000","R$ 63.527,81000",GLOBO,FECHADA,FILME HDTV,2022,2022,Veiculado
50721,8146,CNN Brasil,32.161.939/0001-24,CALIA/Y2,04.784.569/0002-27,Censo 2022,21/12/2022,29/12/2022,"R$ 308.000,00000","R$ 291.060,00000",,FECHADA,VIDEO,2022,2022,Veiculado
50861,8286,JOVEM PAN NEWS TV,56.137.979/0001-07,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Always On Institucional  - Continuidade,29/06/2022,29/06/2022,"R$ 8.970,00000","R$ 8.476,65000",JOVEM PAN,FECHADA,MERCHANDISING,2022,2022,Veiculado
51136,249,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Combate ao abuso e à exploração sexual de crianças e adolescentes,24/05/2023,30/05/2023,"R$ 80.028,00000","R$ 75.626,46000",GLOBO,FECHADA,FILME HDTV,2023,2023,Veiculado
51250,363,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Posicionamento de Governo | 100 dias,11/04/2023,24/04/2023,"R$ 123.200,00000","R$ 116.424,00000",,FECHADA,FILME HDTV,2023,2023,Veiculado
51446,559,GLOBO NEWS,27.865.757/0001-02,AGENCIA NACIONAL,61.704.482/0004-06,Combate ao abuso e à exploração sexual de crianças e adolescentes,24/05/2023,31/05/2023,"R$ 30.096,00000","R$ 28.440,72000",GLOBO,FECHADA,FILME HDTV,2023,2023,Veiculado
51587,700,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,01/03/2023,08/03/2023,"R$ 9.460,00000","R$ 8.939,70000",,FECHADA,30,2023,2023,Veiculado
51588,701,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,01/03/2023,08/03/2023,"R$ 5.940,00000","R$ 5.613,30000",,FECHADA,30,2023,2023,Veiculado
51621,734,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,01/03/2023,08/03/2023,"R$ 8.800,00000","R$ 8.316,00000",,FECHADA,30,2023,2023,Veiculado
51623,736,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,01/03/2023,08/03/2023,"R$ 7.624,32000","R$ 7.204,98240",,FECHADA,30,2023,2023,Veiculado
51624,737,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,01/03/2023,08/03/2023,"R$ 7.557,60000","R$ 7.141,93200",,FECHADA,30,2023,2023,Veiculado
51628,741,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 4.730,00000","R$ 4.469,85000",,FECHADA,60,2023,2023,Veiculado
51629,742,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 8.910,00000","R$ 8.419,95000",,FECHADA,30,2023,2023,Veiculado
51630,743,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 17.600,00000","R$ 16.632,00000",,FECHADA,30,2023,2023,Veiculado
51632,745,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 7.624,32000","R$ 7.204,98240",,FECHADA,30,2023,2023,Veiculado
51633,746,CNN Brasil,32.161.939/0001-24,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 11.336,40000","R$ 10.712,89800",,FECHADA,30,2023,2023,Veiculado
51718,831,CNN Brasil,32.161.939/0001-24,AGENCIA NACIONAL,61.704.482/0004-06,Posicionamento de Governo | 100 dias,11/04/2023,24/04/2023,"R$ 114.400,00000","R$ 108.108,00000",,FECHADA,FILME HDTV,2023,2023,Veiculado
52247,1360,GLOBO NEWS,27.865.757/0001-02,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,01/03/2023,08/03/2023,"R$ 20.688,00000","R$ 19.550,16000",GLOBO,FECHADA,30,2023,2023,Veiculado
52248,1361,GLOBO NEWS,27.865.757/0001-02,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,01/03/2023,08/03/2023,"R$ 56.160,00000","R$ 53.071,20000",GLOBO,FECHADA,30,2023,2023,Veiculado
52254,1367,GLOBO NEWS,27.865.757/0001-02,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 10.344,00000","R$ 9.775,08000",GLOBO,FECHADA,60,2023,2023,Veiculado
52255,1368,GLOBO NEWS,27.865.757/0001-02,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 37.440,00000","R$ 35.380,80000",GLOBO,FECHADA,60,2023,2023,Veiculado
52256,1369,GLOBO NEWS,27.865.757/0001-02,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 15.516,00000","R$ 14.662,62000",GLOBO,FECHADA,30,2023,2023,Veiculado
52257,1370,GLOBO NEWS,27.865.757/0001-02,DEBRITO,00.000.424/0001-56,CAMPANHA NACIONAL DE VACINAÇÃO CONTRA COVID-19 - 2023 - DeBrito,09/03/2023,15/03/2023,"R$ 28.080,00000","R$ 26.535,60000",GLOBO,FECHADA,30,2023,2023,Veiculado
52887,2000,CNN Brasil,32.161.939/0001-24,PROPEG COMUNICAÇÃO,05.428.409/0003-99,Declaração de Imposto de Renda Pessoa Física 2023,08/05/2023,23/05/2023,"R$ 95.040,00000","R$ 89.812,80000",,FECHADA,VIDEO,2023,2023,Veiculado
